trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,11,-50.587881039970725,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,3,-94.24728088589158,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",25,0,-95.26841995756179,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",25,2,-25.789055113297415,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.5945205479701943}",20,1,-106.77432336555454,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,0,12.965449330785475,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",30,0,-130.60786065781272,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",25,6,-22.039798189996795,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,8,-2.4123735716672945,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,0,-112.0114576631141,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.559898366565402}",30,0,-130.79793810180104,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.554327284734507}",20,0,-92.15832944476291,"{0: 12, 1: 1, 2: 4, 3: 3, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,2,-11.34140217856759,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",30,6,-52.75856567073373,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",20,10,-7.8630922508403485,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,0,-77.37847641746582,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-70.35477723956734,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",25,0,4.739298806422407,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",20,1,-12.763855228590067,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",35,0,-108.96217408203842,"{0: 23, 1: 3, 2: 8, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",25,0,-62.32101134397575,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",25,6,-54.511284271189574,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,16,7.521101316549717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",25,19,10.577768533624624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,1,4.908058424889844,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.4819089900902025}",20,0,-13.44858745549229,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.47711391552103444}",25,0,-20.516470662490057,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,0,-44.1100845619533,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.4676664270099093}",20,0,-37.07390414908326,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.463013068311228}",25,0,-105.42407489837234,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.45840601130522357}",20,0,-7.7167895123175025,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.4538447952823558}",25,14,21.82661906738938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",25,0,-0.890632322385861,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.44485806622294105}",25,15,9.557320094374909,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4404316545059992}",20,13,2.0795972445173594,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",30,19,-16.28575523528324,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,15,4.829800747393662,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",20,0,-54.68682942065726,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.4231620823177489}",20,0,-47.17799622729464,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.418951549247639}",25,0,-55.2783284438773,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",20,0,-45.25169114379965,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,0,-70.51462281417035,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.40656965974059905}",25,3,-42.155219989856064,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",25,18,-11.035607868005458,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",20,0,-123.49436343950777,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",35,22,23.89399714661922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",35,12,-46.58305892009468,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,-50.95440237563979,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.382892885975112}",25,13,-8.93586204880988,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
